UV1,UV2,VIS,NIR
255.975,504.625,5189.325,2233.9
255.975,581.625,5135.325,2344.9
250.975,531.625,5067.325,2205.9
279.975,528.625,5166.325,2309.9
267.975,587.625,5017.325,2396.9
280.975,571.625,5201.325,2472.9
258.975,476.625,5162.325,2587.9
270.975,535.625,5164.325,2642.9
280.975,531.625,5005.325,2856.9
298.975,555.625,5169.325,2773.9
277.975,527.625,5027.325,2663.9
270.975,567.625,5107.325,2675.9
248.975,563.625,5114.325,2612.9
293.975,563.625,5139.325,2673.9
256.975,525.625,5063.325,2640.9
261.975,539.625,5106.325,2877.9
256.975,523.625,5076.325,3133.9
261.975,567.625,5141.325,3347.9
291.975,571.625,5162.325,3422.9
271.975,562.625,5042.325,3393.9
237.975,541.625,5197.325,3222.9
269.975,581.625,5080.325,3038.9
241.975,569.625,5059.325,3051.9
266.975,581.625,5267.325,2958.9
254.975,570.625,5157.325,3026.9
253.975,558.625,5135.325,2946.9
261.975,568.625,5126.325,2978.9
287.975,522.625,5046.325,3103.9
264.975,554.625,5084.325,3084.9
224.975,574.625,5209.325,3492.9
257.975,554.625,5064.325,4066.9
245.975,553.625,5063.325,4304.9
286.975,586.625,5083.325,4079.9
255.975,562.625,5182.325,3813.9
283.975,546.625,5047.325,3687.9
265.975,542.625,5164.325,3556.9
271.975,568.625,5176.325,3397.9
272.975,550.625,5276.325,3383.9
256.975,538.625,5143.325,3230.9
312.975,632.625,5018.325,3309.9
227.975,546.625,5236.325,3025.9
246.975,559.625,5150.325,3030.9
265.975,560.625,5120.325,2987.9
255.975,616.625,5198.325,2958.9
267.975,573.625,5185.325,2956.9
218.975,554.625,5130.325,2938.9
254.975,549.625,5193.325,2934.9
253.975,553.625,5076.325,2919.9
242.975,563.625,5249.325,2890.9
208.975,530.625,5211.325,2883.9
240.975,562.625,5267.325,2860.9
336.975,636.625,5279.325,2832.9
211.975,554.625,5210.325,2667.9
252.975,609.625,5163.325,2730.9
275.975,562.625,5414.325,2685.9
271.975,546.625,5310.325,2697.9
207.975,553.625,5176.325,2701.9
274.975,578.625,5311.325,2677.9
249.975,532.625,5290.325,2694.9
266.975,578.625,5203.325,2730.9
244.975,542.625,5291.325,2748.9
258.975,578.625,5274.325,2654.9
294.975,542.625,5240.325,2636.9
267.975,575.625,5297.325,2690.9
252.975,586.625,5298.325,2584.9
241.975,576.625,5178.325,2601.9
268.975,564.625,5207.325,2640.9
238.975,612.625,5302.325,2615.9
252.975,607.625,5255.325,2678.9
311.975,594.625,5249.325,2649.9
261.975,587.625,5203.325,2554.9
287.975,633.625,5274.325,2579.9
248.975,593.625,5243.325,2653.9
287.975,581.625,5250.325,2608.9
210.975,558.625,5213.325,2614.9
285.975,617.625,5272.325,2576.9
290.975,632.625,5229.325,2535.9
313.975,630.625,5488.325,2580.9
302.975,634.625,5311.325,2601.9
292.975,598.625,5381.325,2678.9
263.975,580.625,5376.325,2509.9
276.975,597.625,5367.325,2501.9
303.975,590.625,5244.325,2615.9
266.975,584.625,5392.325,2586.9
229.975,574.625,5435.325,2584.9
298.975,655.625,5434.325,2656.9
271.975,646.625,5544.325,2652.9
246.975,600.625,5546.325,2687.9
274.975,589.625,5622.325,2628.9
303.975,572.625,5776.325,2573.9
260.975,565.625,5701.325,2605.9
310.975,624.625,5726.325,2679.9
290.975,629.625,5873.325,2571.9
278.975,612.625,6029.325,2587.9
314.975,613.625,6142.325,2606.9
299.975,692.625,6097.325,2652.9
288.975,653.625,6275.325,2615.9
304.975,646.625,6339.325,2671.9
320.975,603.625,6343.325,2661.9
274.975,634.625,6277.325,2720.9
262.975,629.625,6455.325,2627.9
315.975,648.625,6508.325,2647.9
331.975,600.625,6460.325,2583.9
287.975,633.625,6764.325,2706.9
286.975,646.625,6733.325,2647.9
308.975,622.625,6908.325,2709.9
288.975,621.625,7172.325,2687.9
292.975,627.625,7214.325,2665.9
316.975,660.625,7332.325,2716.9
342.975,672.625,7321.325,2733.9
313.975,648.625,7488.325,2714.9
329.975,632.625,7444.325,2739.9
359.975,635.625,7459.325,2668.9
313.975,587.625,7532.325,2725.9
300.975,607.625,7353.325,2668.9
323.975,615.625,7336.325,2740.9
325.975,671.625,7200.325,2787.9
304.975,631.625,7084.325,2789.9
295.975,655.625,7166.325,2774.9
351.975,641.625,6789.325,2751.9
338.975,597.625,6786.325,2763.9
331.975,689.625,6478.325,2741.9
343.975,601.625,6408.325,2834.9
334.975,621.625,6219.325,2900.9
312.975,636.625,6117.325,2817.9
356.975,626.625,6159.325,2851.9
292.975,632.625,6089.325,2922.9
362.975,632.625,5972.325,2932.9
354.975,666.625,5932.325,2947.9
319.975,647.625,5875.325,3420.9
385.975,632.625,5896.325,4931.9
295.975,663.625,5685.325,7932.9
316.975,653.625,5626.325,7089.9
348.975,658.625,5656.325,4101.9
372.975,669.625,5442.325,3175.9
325.975,741.625,5364.325,3157.9
340.975,641.625,5349.325,2913.9
341.975,694.625,5415.325,2982.9
381.975,666.625,5284.325,3024.9
309.975,666.625,5329.325,3047.9
373.975,682.625,5178.325,2924.9
347.975,640.625,5197.325,2870.9
347.975,680.625,5194.325,3116.9
361.975,640.625,5024.325,2985.9
361.975,662.625,4977.325,2999.9
369.975,706.625,5073.325,3077.9
310.975,691.625,4995.325,3114.9
362.975,633.625,4915.325,3503.9
355.975,699.625,4766.325,5340.9
351.975,658.625,4753.325,6875.9
387.975,706.625,4815.325,5174.9
358.975,737.625,4874.325,3508.9
426.975,670.625,4684.325,3309.9
336.975,671.625,4557.325,3269.9
382.975,676.625,4585.325,3223.9
388.975,688.625,4544.325,3180.9
350.975,660.625,4495.325,3233.9
364.975,726.625,4462.325,3206.9
401.975,689.625,4533.325,3230.9
376.975,685.625,4369.325,3331.9
421.975,705.625,4436.325,3315.9
384.975,749.625,4392.325,3368.9
357.975,706.625,4365.325,3376.9
399.975,728.625,4437.325,3432.9
395.975,668.625,4275.325,3469.9
365.975,748.625,4330.325,3523.9
427.975,744.625,4396.325,3515.9
379.975,700.625,4379.325,3547.9
414.975,713.625,4303.325,3605.9
382.975,753.625,4234.325,3746.9
419.975,683.625,4183.325,3587.9
424.975,767.625,4286.325,3827.9
356.975,729.625,4132.325,3847.9
408.975,760.625,4176.325,3894.9
360.975,746.625,4245.325,3988.9
394.975,755.625,4214.325,4225.9
421.975,803.625,4155.325,4345.9
483.975,732.625,4252.325,4511.9
415.975,761.625,4190.325,4738.9
399.975,808.625,4179.325,4895.9
404.975,803.625,4133.325,5268.9
383.975,791.625,4238.325,5692.9
416.975,817.625,4078.325,6151.9
472.975,798.625,4177.325,6920.9
412.975,769.625,4104.325,7881.9
415.975,763.625,3981.325,9453.9
442.975,747.625,4011.325,13015.9
441.975,800.625,4111.325,16637.9
409.975,842.625,3969.325,18161.9
453.975,742.625,4060.325,16484.9
450.975,791.625,4097.325,13316.9
428.975,763.625,4026.325,10819.9
401.975,865.625,3904.325,9330.9
487.975,788.625,3905.325,8212.9
423.975,830.625,3942.325,7419.9
430.975,821.625,4051.325,6723.9
457.975,839.625,3951.325,6345.9
427.975,768.625,3966.325,5736.9
436.975,857.625,3915.325,5429.9
458.975,804.625,3873.325,5369.9
460.975,868.625,3892.325,4925.9
455.975,889.625,3968.325,4768.9
434.975,797.625,4021.325,4669.9
425.975,836.625,3904.325,4384.9
434.975,863.625,3885.325,4262.9
473.975,871.625,3976.325,4246.9
494.975,828.625,3930.325,4107.9
490.975,928.625,3975.325,4000.9
439.975,843.625,3894.325,3873.9
512.975,887.625,4031.325,3774.9
467.975,899.625,4048.325,3770.9
482.975,923.625,3875.325,3665.9
462.975,877.625,3898.325,3627.9
476.975,843.625,3883.325,3624.9
469.975,921.625,3968.325,3424.9
456.975,905.625,4024.325,3474.9
482.975,971.625,3920.325,3462.9
466.975,938.625,3935.325,3355.9
463.975,945.625,3914.325,3327.9
461.975,976.625,3988.325,3373.9
451.975,998.625,4012.325,3344.9
446.975,957.625,4162.325,3210.9
454.975,1070.625,4062.325,3223.9
474.975,1130.625,4059.325,3167.9
485.975,1111.625,4104.325,3214.9
516.975,1158.625,4296.325,3259.9
492.975,1168.625,4157.325,3196.9
454.975,1300.625,4169.325,3229.9
498.975,1406.625,4214.325,3109.9
485.975,1425.625,4242.325,3132.9
439.975,1442.625,4214.325,3169.9
531.975,1433.625,4361.325,2975.9
440.975,1593.625,4631.325,3052.9
472.975,1690.625,5621.325,3106.9
435.975,1736.625,7213.325,3059.9
498.975,1562.625,7179.325,3056.9
462.975,1400.625,6391.325,2991.9
455.975,1310.625,8418.325,3175.9
475.975,1338.625,11431.325,3044.9
518.975,1413.625,11159.325,2989.9
442.975,1482.625,8222.325,3027.9
474.975,1445.625,6888.325,3025.9
496.975,1642.625,6331.325,2965.9
488.975,1806.625,6028.325,3007.9
438.975,1900.625,6226.325,3096.9
464.975,1742.625,8559.325,3077.9
506.975,1472.625,13678.325,3174.9
451.975,1226.625,14586.325,3082.9
443.975,1208.625,10686.325,3005.9
434.975,1241.625,8081.325,3053.9
451.975,1062.625,6898.325,3020.9
508.975,1059.625,6167.325,3146.9
436.975,1064.625,5743.325,3062.9
456.975,1013.625,5387.325,3048.9
444.975,982.625,5053.325,2990.9
494.975,986.625,4939.325,3081.9
449.975,999.625,4824.325,3070.9
495.975,1001.625,4620.325,3038.9
475.975,1008.625,4530.325,3063.9
497.975,908.625,4415.325,3086.9
452.975,1006.625,4372.325,3078.9
489.975,951.625,4372.325,3084.9
436.975,930.625,4176.325,3086.9
480.975,929.625,4207.325,3039.9
495.975,921.625,4172.325,2974.9
487.975,910.625,4166.325,3150.9
473.975,887.625,3966.325,3091.9
509.975,910.625,4008.325,3094.9
435.975,936.625,3910.325,3051.9
504.975,932.625,3884.325,3096.9
426.975,884.625,3877.325,3182.9
533.975,935.625,3827.325,3165.9
521.975,910.625,3804.325,3148.9
502.975,897.625,3781.325,3169.9
431.975,871.625,3654.325,3169.9
498.975,961.625,3697.325,3346.9
477.975,871.625,3782.325,3418.9
519.975,932.625,3708.325,3733.9
524.975,880.625,3639.325,3956.9
482.975,873.625,3645.325,4394.9
472.975,960.625,3577.325,4504.9
501.975,917.625,3579.325,4502.9
498.975,909.625,3668.325,4174.9
479.975,905.625,3602.325,4081.9
488.975,880.625,3587.325,3934.9
477.975,821.625,3575.325,3851.9
471.975,852.625,3640.325,3584.9
466.975,922.625,3526.325,3426.9
464.975,884.625,3469.325,3474.9
455.975,845.625,3428.325,3334.9
477.975,872.625,3416.325,3335.9
472.975,881.625,3554.325,3253.9
490.975,916.625,3537.325,3286.9
499.975,873.625,3429.325,3248.9
464.975,880.625,3448.325,3150.9
501.975,867.625,3412.325,3289.9
471.975,898.625,3425.325,3130.9
510.975,877.625,3461.325,3044.9
554.975,868.625,3399.325,3057.9
489.975,909.625,3462.325,2922.9
507.975,891.625,3390.325,2812.9
530.975,824.625,3343.325,2842.9
518.975,838.625,3289.325,2875.9
528.975,839.625,3292.325,2884.9
561.975,838.625,3361.325,2834.9
518.975,887.625,3395.325,2743.9
492.975,791.625,3236.325,2850.9
526.975,890.625,3399.325,2843.9
493.975,831.625,3318.325,2727.9
487.975,816.625,3357.325,2762.9
492.975,895.625,3274.325,2735.9
505.975,819.625,3212.325,2740.9
538.975,864.625,3102.325,2759.9
493.975,907.625,3335.325,2713.9
544.975,831.625,3237.325,2650.9
523.975,839.625,3265.325,2753.9
557.975,791.625,3258.325,2661.9
526.975,809.625,3317.325,2757.9
565.975,841.625,3180.325,2636.9
527.975,803.625,3217.325,2728.9
490.975,833.625,3267.325,2590.9
483.975,893.625,3191.325,2726.9
576.975,872.625,3135.325,2574.9
593.975,822.625,3224.325,2597.9
566.975,805.625,3235.325,2623.9
542.975,810.625,3206.325,2658.9
514.975,844.625,3158.325,2598.9
565.975,839.625,3218.325,2658.9
565.975,802.625,3184.325,2608.9
574.975,850.625,3222.325,2591.9
554.975,834.625,3213.325,2566.9
546.975,861.625,3209.325,2626.9
579.975,855.625,3265.325,2590.9
597.975,846.625,3266.325,2617.9
532.975,882.625,3143.325,2595.9
548.975,822.625,3229.325,2588.9
592.975,838.625,3097.325,2556.9
572.975,825.625,3183.325,2584.9
633.975,802.625,3213.325,2622.9
583.975,836.625,3196.325,2533.9
615.975,824.625,3225.325,2659.9
571.975,858.625,3235.325,2731.9
677.975,882.625,3166.325,2609.9
627.975,810.625,3235.325,2652.9
646.975,885.625,3098.325,2556.9
618.975,857.625,3231.325,2541.9
640.975,882.625,3220.325,2583.9
639.975,896.625,3261.325,2578.9
682.975,768.625,3182.325,2573.9
754.975,848.625,3265.325,2703.9
710.975,858.625,3182.325,2596.9
765.975,892.625,3212.325,2599.9
774.975,843.625,3275.325,2602.9
762.975,873.625,3213.325,2612.9
840.975,851.625,3171.325,2647.9
830.975,874.625,3243.325,2701.9
947.975,833.625,3242.325,2647.9
938.975,847.625,3136.325,2628.9
1212.975,854.625,3191.325,2631.9
1461.975,833.625,3252.325,2553.9
1320.975,802.625,3168.325,2648.9
1494.975,872.625,3197.325,2699.9
1546.975,799.625,3202.325,2589.9
1919.975,798.625,3166.325,2735.9
1987.975,836.625,3166.325,2706.9
1661.975,876.625,3262.325,2837.9
1576.975,865.625,3149.325,2769.9
1522.975,889.625,3333.325,2818.9
1646.975,822.625,3199.325,2873.9
1548.975,843.625,3203.325,2820.9
1385.975,855.625,3109.325,2798.9
1463.975,884.625,3193.325,2878.9
1500.975,824.625,3055.325,2816.9
1574.975,866.625,3078.325,2852.9
1761.975,905.625,3210.325,2983.9
1921.975,929.625,3071.325,2918.9
2048.975,889.625,3079.325,2954.9
2425.975,843.625,3236.325,3001.9
2656.975,834.625,3107.325,2937.9
3559.975,890.625,3075.325,2921.9
4823.975,806.625,3228.325,3004.9
5151.975,834.625,3114.325,3104.9
4867.975,831.625,3064.325,3086.9
4935.975,880.625,3130.325,3070.9
5478.975,860.625,3134.325,3110.9
6662.975,798.625,3018.325,3141.9
8260.975,862.625,3103.325,3183.9
9402.975,889.625,3108.325,3378.9
9410.975,869.625,3055.325,3300.9
8412.975,879.625,3179.325,3346.9
7626.975,924.625,3157.325,3418.9
7757.975,848.625,3222.325,3607.9
7470.975,800.625,3092.325,3678.9
6340.975,864.625,3006.325,3753.9
5813.975,829.625,3116.325,3882.9
5714.975,907.625,3091.325,4036.9
6459.975,875.625,3115.325,4195.9
7752.975,891.625,3080.325,4472.9
9063.975,889.625,3113.325,4736.9
8629.975,856.625,3146.325,5244.9
6924.975,893.625,3196.325,5713.9
5306.975,909.625,3120.325,7017.9
4295.975,899.625,3016.325,10403.9
3690.975,922.625,3105.325,17323.9
2949.975,875.625,3151.325,19549.9
2829.975,880.625,3090.325,15024.9
2632.975,908.625,3140.325,12204.9
2336.975,919.625,3074.325,11797.9
2214.975,856.625,3125.325,14287.9
2057.975,855.625,3130.325,21506.9
1997.975,917.625,3021.325,24559.9
1805.975,891.625,3160.325,18939.9
1737.975,887.625,3173.325,13866.9
1686.975,883.625,3129.325,11593.9
1559.975,897.625,3195.325,10110.9
1503.975,914.625,3095.325,8969.9
1441.975,815.625,3138.325,8267.9
1485.975,873.625,3155.325,7904.9
1394.975,873.625,3221.325,7636.9
1244.975,920.625,3116.325,7888.9
1312.975,912.625,3022.325,7990.9
1227.975,881.625,3057.325,8617.9
1181.975,872.625,3228.325,8647.9
1148.975,886.625,3061.325,7999.9
1179.975,889.625,3174.325,7693.9
1139.975,901.625,3097.325,7592.9
1042.975,912.625,3155.325,7022.9
1035.975,865.625,3242.325,6693.9
1091.975,876.625,3265.325,6317.9
1064.975,882.625,3169.325,6058.9
1018.975,842.625,3215.325,5717.9
1000.975,857.625,3222.325,5452.9
1016.975,908.625,3203.325,5292.9
918.975,921.625,3345.325,5046.9
917.975,862.625,3327.325,5242.9
918.975,864.625,3340.325,5456.9
955.975,844.625,3231.325,5431.9
899.975,847.625,3266.325,4945.9
938.975,946.625,3223.325,4724.9
947.975,910.625,3164.325,4368.9
900.975,841.625,3262.325,4231.9
876.975,893.625,3210.325,4141.9
936.975,835.625,3233.325,3968.9
828.975,858.625,3272.325,3939.9
808.975,854.625,3260.325,3713.9
877.975,916.625,3255.325,3807.9
889.975,886.625,3287.325,3590.9
819.975,871.625,3341.325,3505.9
863.975,936.625,3282.325,3467.9
861.975,878.625,3280.325,3298.9
829.975,855.625,3292.325,3219.9
747.975,912.625,3306.325,3150.9
808.975,941.625,3341.325,3230.9
802.975,979.625,3359.325,3103.9
825.975,856.625,3210.325,3112.9
829.975,873.625,3222.325,3097.9
792.975,909.625,3261.325,3020.9
927.975,926.625,3279.325,2946.9
812.975,963.625,3178.325,2959.9
827.975,871.625,3197.325,2941.9
833.975,920.625,3247.325,2866.9
865.975,892.625,3219.325,2801.9
794.975,856.625,3232.325,2796.9
835.975,917.625,3213.325,2831.9
878.975,907.625,3249.325,2762.9
957.975,913.625,3238.325,2734.9
949.975,945.625,3186.325,2750.9
960.975,969.625,3230.325,2621.9
1056.975,926.625,3271.325,2767.9
1070.975,931.625,3225.325,2542.9
1227.975,934.625,3181.325,2578.9
1449.975,962.625,3203.325,2566.9
1839.975,950.625,3185.325,2632.9
2509.975,894.625,3336.325,2587.9
3468.975,889.625,3169.325,2542.9
3638.975,898.625,3251.325,2538.9
2779.975,930.625,3388.325,2444.9
1984.975,918.625,3167.325,2473.9
1627.975,900.625,3250.325,2453.9
1451.975,880.625,3193.325,2364.9
1248.975,872.625,3208.325,2380.9
1166.975,904.625,3160.325,2455.9
1047.975,944.625,3284.325,2330.9
1052.975,961.625,3237.325,2404.9
968.975,945.625,3289.325,2399.9
999.975,923.625,3350.325,2343.9
910.975,873.625,3254.325,2449.9
854.975,947.625,3330.325,2344.9
903.975,962.625,3255.325,2275.9
855.975,936.625,3179.325,2305.9
856.975,933.625,3273.325,2255.9
850.975,960.625,3299.325,2318.9
810.975,953.625,3315.325,2277.9
812.975,938.625,3240.325,2191.9
784.975,963.625,3272.325,2228.9
803.975,958.625,3353.325,2315.9
780.975,957.625,3278.325,2262.9
792.975,974.625,3354.325,2228.9
783.975,962.625,3348.325,2253.9
773.975,981.625,3258.325,2265.9
772.975,908.625,3309.325,2181.9
765.975,948.625,3317.325,2238.9
781.975,984.625,3427.325,2263.9
780.975,998.625,3350.325,2236.9
733.975,922.625,3349.325,2192.9
745.975,999.625,3337.325,2234.9
751.975,975.625,3449.325,2218.9
717.975,1029.625,3470.325,2147.9
747.975,1030.625,3399.325,2183.9
751.975,964.625,3531.325,2249.9
813.975,1023.625,3581.325,2166.9
772.975,1023.625,3729.325,2162.9
779.975,1084.625,3607.325,2201.9
792.975,1048.625,3508.325,2227.9
764.975,971.625,3540.325,2146.9
721.975,1021.625,3401.325,2202.9
703.975,1033.625,3507.325,2232.9
732.975,1093.625,3410.325,2220.9
761.975,1021.625,3494.325,2187.9
765.975,1031.625,3502.325,2214.9
701.975,1030.625,3465.325,2208.9
800.975,1114.625,3356.325,2213.9
745.975,1096.625,3399.325,2231.9
727.975,984.625,3381.325,2333.9
705.975,1015.625,3405.325,2192.9
729.975,1032.625,3319.325,2195.9
753.975,1024.625,3364.325,2280.9
749.975,1057.625,3434.325,2355.9
782.975,1055.625,3491.325,2220.9
785.975,985.625,3307.325,2289.9
691.975,1063.625,3258.325,2367.9
741.975,1069.625,3422.325,2333.9
721.975,1016.625,3291.325,2347.9
